ID,floor,lift,district,street,community,area,toward,model,rent
rent3638,低楼层/6层,无,朝阳,定福庄,花园闸小区,40.00㎡,南,1室1厅1卫,3700
rent3639,高楼层/16层,有,海淀,五棵松,国家计委宿舍,75.00㎡,西南,2室1厅1卫,7800
rent3640,高楼层/25层,有,通州,马驹桥,合生世界村,71.10㎡,西,2房间1卫,3600
rent3641,低楼层/6层,无,昌平,天通苑,太平家园,102.00㎡,西南 北,2室1厅1卫,7000
rent3642,高楼层/25层,有,丰台,方庄,芳群园二区,57.00㎡,西南,2室1厅1卫,6600
rent3643,中楼层/22层,有,丰台,青塔,春风雅筑,88.16㎡,南,3室1厅1卫,5600
rent3644,低楼层/15层,有,丰台,新宫,公园懿府,115.00㎡,南 北,3室1厅2卫,8800
rent3645,高楼层/6层,无,朝阳,芍药居,芍药居2号院,83.00㎡,南 北,4室1厅2卫,12000
rent3646,低楼层/17层,有,丰台,刘家窑,嘉业大厦二期,90.00㎡,东,2室1厅1卫,8000
rent3647,中楼层/15层,有,朝阳,双桥,远洋一方润园6号院,90.00㎡,南 北,3室1厅1卫,6000
rent3648,高楼层/6层,无,大兴,旧宫,灵秀山庄,72.20㎡,南 北,2室1厅1卫,5000
rent3649,低楼层/18层,有,顺义,马坡,中铁花溪渡,118.00㎡,南 北,3室1厅1卫,5000
rent3650,低楼层/6层,无,昌平,沙河,昌艺园小区,67.11㎡,南 北,2室1厅1卫,6000
rent3651,中楼层/6层,无,昌平,东关,东关北里小区,58.43㎡,西南,2室1厅1卫,3200
rent3652,中楼层/6层,无,大兴,瀛海,三槐家园东区,83.14㎡,南 北,3室1厅1卫,4500
rent3653,高楼层/11层,有,西城,官园,国英绿景公寓,215.24㎡,北,3室1厅1卫,30000
rent3654,中楼层/10层,有,房山,长阳,五和万科长阳天地9号院,127.00㎡,东南,7房间3卫,9000
rent3655,中楼层/19层,有,丰台,菜户营,顺驰蓝调,163.00㎡,南 北,3室1厅2卫,14000
rent3656,高楼层/5层,无,海淀,甘家口,甘家口8号院,54.00㎡,南 西,2室1厅1卫,7000
rent3657,高楼层/7层,有,朝阳,亚运村小营,亚运新新家园林澜园,402.70㎡,南 北,5室3厅5卫,65000
rent3658,中楼层/10层,有,海淀,知春路,保利海德公园,44.00㎡,北,2房间2卫,11200
rent3659,中楼层/4层,无,大兴,黄村中,富强西里,55.00㎡,北,1室1厅1卫,3500
rent3660,中楼层/17层,有,房山,良乡,北京时代广场,52.00㎡,南,2房间1卫,2800
rent3661,低楼层/27层,有,石景山,鲁谷,远洋山水,54.00㎡,西,1室0厅1卫,5300
rent3662,低楼层/15层,有,顺义,后沙峪,智地香蜜湾,93.70㎡,南 北,2室1厅1卫,6500
rent3663,高楼层/6层,无,顺义,顺义城,仓上小区,65.00㎡,南 北,2室1厅1卫,3100
rent3664,高楼层/18层,有,海淀,白石桥,海洋局小区,60.00㎡,东 南,2室1厅1卫,8900
rent3665,中楼层/19层,有,朝阳,双桥,水郡长安,148.00㎡,西南,3室2厅2卫,9500
rent3666,中楼层/15层,有,顺义,马坡,鲁能7号院颐景溪园,118.19㎡,南 北,3室2厅2卫,4400
rent3667,低楼层/18层,有,通州,北关,金地格林格林,75.00㎡,南,2室1厅1卫,4300
rent3668,中楼层/6层,无,海淀,二里庄,志新北里,86.00㎡,南 北,3室1厅1卫,11200
rent3669,高楼层/6层,无,大兴,科技园区,长丰园三区,97.00㎡,南 北,2室2厅2卫,4100
rent3670,高楼层/22层,有,朝阳,大望路,风度柏林,140.00㎡,南,3室1厅2卫,15500
rent3671,低楼层/5层,无,顺义,后沙峪,莫奈花园,182.21㎡,南 北,4室2厅3卫,18000
rent3672,高楼层/16层,有,丰台,草桥,玉芳园,66.00㎡,东,2室1厅1卫,5800
rent3673,中楼层/30层,有,朝阳,CBD,阳光100,54.01㎡,北,1室0厅1卫,8300
rent3674,中楼层/13层,有,朝阳,朝青,天鹅湾南区,170.00㎡,西北,3室1厅2卫,18500
rent3675,高楼层/6层,无,朝阳,双桥,701宿舍,60.00㎡,南 北,2室1厅1卫,4000
rent3676,高楼层/6层,无,石景山,鲁谷,依翠园,79.68㎡,南 北,2室1厅1卫,5800
rent3677,低楼层/15层,有,亦庄开发区,亦庄,通泰国际公馆,88.00㎡,南 北,2室1厅1卫,7800
rent3678,高楼层/15层,有,通州,梨园,11站,93.00㎡,南 北,2室1厅1卫,5500
rent3679,中楼层/5层,无,丰台,玉泉营,造甲南里,55.00㎡,南,2室1厅1卫,4700
rent3680,高楼层/31层,有,朝阳,CBD,建外SOHO,165.30㎡,西南,2室1厅2卫,23000
rent3681,低楼层/18层,有,大兴,黄村中,瑞康家园,90.00㎡,南,2室1厅1卫,4300
rent3682,高楼层/18层,有,通州,万达,潇雅居,101.00㎡,西,2室1厅1卫,4600
rent3683,高楼层/11层,有,房山,长阳,徜徉嘉园6号院,92.00㎡,南 北,3室1厅1卫,5000
rent3684,高楼层/15层,有,大兴,大兴新机场,御园A区,112.64㎡,南 北,3室2厅1卫,3500
rent3685,高楼层/12层,有,海淀,知春路,知春路56号院,40.00㎡,南,1室1厅1卫,8800
rent3686,高楼层/18层,有,西城,马甸,新明胡同,60.70㎡,东南,2室1厅1卫,8500
rent3687,中楼层/12层,有,海淀,紫竹桥,紫竹院南路14号院,51.90㎡,南 北,2室1厅1卫,7300
rent3688,低楼层/5层,有,朝阳,大望路,首府官邸,562.97㎡,南 北,7室3厅5卫,65000
rent3689,中楼层/18层,有,通州,通州其它,首开万科城市之光,49.80㎡,北,3房间2卫,6500
rent3690,低楼层/20层,有,通州,通州其它,泰禾拾景园,126.48㎡,南 北,4室2厅2卫,8200
rent3691,中楼层/6层,无,大兴,西红门,金荣园,83.00㎡,东 南,2室1厅1卫,3500
rent3692,中楼层/11层,有,通州,通州其它,润枫领尚,175.00㎡,南 北,4室2厅2卫,12500
rent3693,低楼层/15层,有,通州,临河里,DBC加州小镇C区,134.00㎡,南 北,3室2厅2卫,6300
rent3694,高楼层/5层,无,海淀,魏公村,万寿寺北里,32.00㎡,南 北,1室1厅1卫,7500
rent3695,中楼层/4层,有,朝阳,奥林匹克公园,上元君庭,201.54㎡,南 北,4室2厅3卫,24900
rent3696,中楼层/8层,有,朝阳,中央别墅区,瑞悦府,90.00㎡,南 北,3室1厅1卫,8500
rent3697,低楼层/12层,有,西城,金融街,丰汇园小区,50.30㎡,东,1室1厅1卫,8600
rent3698,低楼层/22层,有,亦庄开发区,亦庄,国锐金嵿,240.00㎡,南 北,5房间3卫,30000
rent3699,低楼层/18层,有,朝阳,四惠,爱这城二期,160.00㎡,南 北,3室2厅2卫,17000
rent3700,高楼层/20层,有,门头沟,梧桐苑,华润悦景湾,54.00㎡,南,3房间2卫,4600
rent3701,低楼层/2层,无,朝阳,中央别墅区,大湖山庄,508.68㎡,南,5室3厅5卫,75000
rent3702,高楼层/14层,有,顺义,天竺,万通天竺新新家园,203.00㎡,南 北,4室2厅2卫,23000
rent3703,中楼层/11层,有,朝阳,中央别墅区,瑞悦府,89.25㎡,南 北,3室1厅1卫,8200
rent3704,中楼层/29层,有,朝阳,奥林匹克公园,天畅园,189.00㎡,东南,3室2厅2卫,19500
rent3705,中楼层/17层,有,通州,临河里,海棠湾一期,83.00㎡,东北,2室1厅1卫,5300
rent3706,高楼层/19层,有,房山,长阳,绿地启航社,53.37㎡,东,2房间1卫,2500
rent3707,中楼层/14层,有,昌平,南邵,硅谷SOHO,68.94㎡,南 北,1房间1卫,3800
rent3708,中楼层/6层,无,海淀,甘家口,车公庄西路14号院,51.90㎡,南,2室1厅1卫,7200
rent3709,中楼层/11层,有,通州,武夷花园,加华印象街,136.66㎡,南,2室1厅1卫,8500
rent3710,低楼层/2层,无,怀柔,怀柔,万通龙山新新小镇,201.89㎡,南 北,5室2厅3卫,15000
rent3711,中楼层/16层,有,大兴,枣园,首邑溪谷,46.00㎡,南 北,2室1厅2卫,4300
rent3712,低楼层/17层,有,通州,通州北苑,世纪星城三期,170.00㎡,南 西北,4室2厅2卫,9000
rent3713,低楼层/9层,有,昌平,立水桥,招商嘉铭珑原,361.00㎡,南 北,5室2厅4卫,40000
rent3714,高楼层/30层,有,朝阳,望京,金隅国际,171.53㎡,南,3室2厅2卫,18000
rent3715,高楼层/21层,有,朝阳,工体,屯三里,64.58㎡,西北,1室0厅1卫,11500
rent3716,中楼层/18层,有,朝阳,工体,屯三里,66.83㎡,南,2房间2卫,18000
rent3717,高楼层/21层,有,朝阳,酒仙桥,晶都国际,49.35㎡,西南,1室0厅1卫,6800
rent3718,高楼层/24层,有,朝阳,大望路,易构空间,70.00㎡,东,1室1厅1卫,8000
rent3719,低楼层/21层,有,丰台,马家堡,东亚三环,60.00㎡,东北,2房间1卫,6500
rent3720,高楼层/6层,无,门头沟,门头沟其它,石泉砖厂A4区,62.16㎡,南,2室1厅1卫,3000
rent3721,中楼层/9层,有,大兴,枣园,兴盛街189号院,54.45㎡,南,1室1厅1卫,3400
rent3722,低楼层/27层,有,朝阳,常营,北辰福第二号院,83.00㎡,南,2室1厅1卫,6300
rent3723,低楼层/9层,有,房山,长阳,芭蕾雨悦都北区,80.00㎡,南 北,2室1厅1卫,4500
rent3724,低楼层/24层,有,朝阳,望京,宝星国际二期,92.00㎡,西,2室1厅1卫,11000
rent3725,高楼层/14层,有,大兴,黄村中,火神庙商业中心,72.00㎡,南,3房间1卫,4000
rent3726,中楼层/26层,有,大兴,黄村火车站,长兴公寓,67.00㎡,南,2室1厅1卫,2900
rent3727,低楼层/27层,有,丰台,岳各庄,大成时代公馆,80.00㎡,东北,1房间1卫,8200
rent3728,中楼层/6层,无,通州,果园,翠屏北里西区,96.00㎡,南 北,2室1厅2卫,4500
rent3729,低楼层/9层,有,房山,长阳,芭蕾雨悦都北区,89.00㎡,南 北,3室2厅2卫,9800
rent3730,高楼层/11层,有,朝阳,中央别墅区,瑞悦府,90.00㎡,南 北,3室1厅1卫,8500
rent3731,高楼层/14层,有,顺义,顺义其它,鹭峯国际,92.00㎡,北,3房间1卫,4200
rent3732,低楼层/23层,有,朝阳,四惠,泰禾·北京公馆,88.00㎡,东南,1室1厅1卫,24000
rent3733,低楼层/10层,有,朝阳,望京,大西洋新城A区,86.21㎡,南,2室1厅1卫,13000
rent3734,低楼层/17层,有,朝阳,朝青,珠江罗马嘉园东区,142.00㎡,南 北,4室1厅2卫,16000
rent3735,高楼层/14层,有,朝阳,双井,富力城D区,262.59㎡,南 西 北,4室2厅3卫,40000
rent3736,低楼层/6层,无,怀柔,怀柔,潘家园小区,64.91㎡,南 北,3室1厅1卫,2300
rent3737,低楼层/6层,有,顺义,李桥,馨港庄园二区,111.44㎡,南 北,2室2厅1卫,4200
rent3738,高楼层/20层,有,东城,工体,海晟名苑南区,218.00㎡,南 北,3室2厅2卫,33000
rent3739,高楼层/18层,有,朝阳,工体,屯三里,58.20㎡,北,2房间2卫,15500
rent3740,中楼层/26层,有,石景山,鲁谷,远洋山水,101.00㎡,南,2室2厅1卫,8200
rent3741,中楼层/18层,有,房山,长阳,中粮京西祥云,125.00㎡,南 北,3室2厅2卫,7000
rent3742,中楼层/5层,无,昌平,东关,果岭小镇,125.77㎡,南 北,3室2厅2卫,6000
rent3743,低楼层/14层,有,门头沟,滨河西区,倚山嘉园,114.32㎡,南 北,3室1厅1卫,4500
rent3744,高楼层/15层,有,顺义,马坡,鲁能7号院颐景溪园,118.00㎡,南 北,3室2厅2卫,4800
rent3745,高楼层/26层,有,昌平,鼓楼大街,金隅万科城二期,83.22㎡,南 西,2室2厅1卫,5200
rent3746,中楼层/23层,有,朝阳,劲松,农光里,49.90㎡,南,1室1厅1卫,4800
rent3747,低楼层/11层,有,顺义,后沙峪,IDCITY艾迪城,74.01㎡,南,3房间2卫,8000
rent3748,高楼层/9层,有,房山,长阳,长阳半岛4号院,96.00㎡,南 北,3室1厅1卫,5500
rent3749,低楼层/32层,有,朝阳,奥林匹克公园,天畅园,125.85㎡,南,2室2厅2卫,11000
rent3750,中楼层/6层,无,通州,潞苑,华龙小区,67.47㎡,南 北,2室1厅1卫,2800
rent3751,低楼层/11层,有,顺义,首都机场,蓝海苑,165.00㎡,南 北,3室1厅1卫,18500
rent3752,高楼层/6层,无,海淀,甘家口,后白堆子,76.43㎡,南 北,3室2厅1卫,12500
rent3753,高楼层/27层,有,东城,广渠门,冠城名敦道B区,179.00㎡,南 北,3室2厅2卫,22000
rent3754,低楼层/11层,有,丰台,科技园区,怡海花园富泽园,83.57㎡,南 北,2室1厅1卫,6500
rent3755,中楼层/6层,无,海淀,公主坟,柳林馆,62.50㎡,南 北,2室1厅1卫,8000
rent3756,中楼层/14层,有,丰台,大红门,珠江骏景中区,146.00㎡,南,3室1厅2卫,11000
rent3757,低楼层/14层,有,朝阳,定福庄,美然动力A1区,140.00㎡,南 北,3室2厅2卫,10000
rent3758,高楼层/6层,无,大兴,黄村中,三合南里,65.00㎡,南 北,2室1厅1卫,3100
rent3759,高楼层/18层,有,大兴,西红门,鸿坤理想城大满贯,67.76㎡,西,1室0厅1卫,4500
rent3760,中楼层/6层,无,海淀,清河,毛纺厂南小区,35.81㎡,东,1室1厅1卫,5500
rent3761,中楼层/11层,有,通州,通州其它,润枫领尚,120.00㎡,南 北,3室1厅2卫,7000
rent3762,中楼层/5层,无,朝阳,垡头,垡头西里,57.11㎡,东 西,3室1厅1卫,5200
rent3763,中楼层/11层,有,大兴,天宫院,熙兆大厦,47.00㎡,南,2房间1卫,3200
rent3764,高楼层/7层,无,西城,马甸,马甸南村,48.50㎡,南 北,2室2厅1卫,9800
rent3765,中楼层/18层,有,丰台,大红门,金胜嘉谊家园,158.56㎡,南 北,3室2厅2卫,14000
rent3766,高楼层/18层,有,西城,月坛,铁二区,38.00㎡,北,1室1厅1卫,7500
rent3767,地下室/6层,无,西城,长椿街,三庙大院,51.65㎡,南,2室1厅1卫,6300
rent3768,高楼层/19层,有,昌平,立水桥,北方明珠,60.94㎡,北,1室1厅1卫,5800
rent3769,中楼层/20层,有,昌平,天通苑,东亚奥北中心北区,27.93㎡,北,1房间1卫,4500
rent3770,中楼层/7层,有,海淀,海淀北部新区,香麓雅庭,58.00㎡,西,2房间1卫,4500
rent3771,高楼层/6层,无,大兴,旧宫,康乐园,70.20㎡,南 北,2室1厅1卫,3500
rent3772,高楼层/13层,有,通州,武夷花园,运河明珠,124.00㎡,南 北,3室1厅2卫,7900
rent3773,低楼层/20层,有,西城,广安门,荣丰2008,29.00㎡,西南,1室0厅1卫,4100
rent3774,中楼层/25层,有,朝阳,北苑,北苑家园紫绶园,76.46㎡,东 东南,2室1厅1卫,6800
rent3775,低楼层/6层,无,朝阳,首都机场,南平里,89.00㎡,南 北,3室1厅1卫,4300
rent3776,中楼层/16层,有,海淀,公主坟,普惠南里,58.70㎡,东南,2室1厅1卫,6500
rent3777,高楼层/10层,有,丰台,马家堡,蓝光云鼎,60.22㎡,东 西,3房间2卫,6800
rent3778,高楼层/10层,有,大兴,大兴新机场,中海云筑,89.00㎡,南 北,3室1厅1卫,3700
rent3779,中楼层/10层,有,东城,东直门,正东国际大厦,145.00㎡,东,1室1厅0卫,16000
rent3780,低楼层/38层,有,朝阳,大望路,佳兆业广场,367.17㎡,南 北,3室2厅1卫,80100
rent3781,低楼层/9层,有,海淀,西直门,金晖嘉园,175.00㎡,南 北,3室2厅2卫,30000
rent3782,高楼层/6层,无,大兴,旧宫,康乐园,70.89㎡,南 北,2室1厅1卫,3300
rent3783,中楼层/4层,无,大兴,西红门,月桂庄园,209.40㎡,南 北,4室2厅2卫,15000
rent3784,中楼层/6层,无,通州,北关,民政局家属楼,70.00㎡,南 北,2室1厅1卫,5000
rent3785,高楼层/20层,有,通州,通州其它,富力尚悦居,193.00㎡,南 北,5室2厅2卫,13500
rent3786,高楼层/18层,有,昌平,北七家,华润理想国,91.00㎡,南 北,3室2厅1卫,5200
rent3787,高楼层/27层,有,朝阳,望京,国风上观,230.00㎡,南 北,4室2厅2卫,29000
rent3788,高楼层/29层,有,朝阳,CBD,建外SOHO,92.00㎡,西,1室1厅1卫,18000
rent3789,中楼层/10层,有,通州,武夷花园,百合湾,36.15㎡,东,3房间1卫,4000
rent3790,低楼层/30层,有,石景山,古城,中海金鑫阁,59.00㎡,南,4房间2卫,6700
rent3791,高楼层/6层,无,石景山,鲁谷,永乐西区,40.00㎡,南,1室1厅1卫,4100
rent3792,高楼层/21层,有,大兴,天宫院,云立方,80.00㎡,东 南,2室1厅1卫,3800
rent3793,中楼层/29层,有,丰台,玉泉营,三环新城7号院,88.00㎡,南 北,2室1厅1卫,6800
rent3794,高楼层/6层,无,海淀,学院路,城华园,64.95㎡,南 北,2室1厅1卫,8500
rent3795,中楼层/26层,有,门头沟,冯村,丽景长安,88.83㎡,南,2室1厅1卫,4600
rent3796,高楼层/6层,无,朝阳,定福庄,定福庄中学,60.00㎡,南 北,3室1厅1卫,5300
rent3797,低楼层/30层,有,朝阳,望京,望京SOHO,188.14㎡,西北,2房间0卫,38370
rent3798,低楼层/10层,有,丰台,马家堡,益星园,96.72㎡,南 北,2室1厅1卫,8800
rent3799,低楼层/10层,有,朝阳,太阳宫,太阳公元北区,126.13㎡,西南 北,3室1厅2卫,23000
rent3800,高楼层/28层,有,朝阳,望京,东湖湾三期,132.00㎡,南 北,2室2厅2卫,22000
rent3801,低楼层/21层,有,昌平,回龙观,东亚上北中心,63.14㎡,西北,2房间1卫,5900
rent3802,低楼层/19层,有,亦庄开发区,亦庄,北京经开尚庭,80.00㎡,南 北,3房间2卫,9500
rent3803,低楼层/20层,有,通州,马驹桥,融科钧廷,139.65㎡,南 北,3室2厅2卫,6500
rent3804,低楼层/17层,有,丰台,玉泉营,CUV国际公寓,65.00㎡,北,1房间1卫,5000
rent3805,中楼层/10层,有,通州,临河里,金隅花石匠二期西区,91.99㎡,南 北,2室1厅1卫,5200
rent3806,高楼层/6层,无,顺义,顺义城,裕龙四区,87.00㎡,南 北,3室1厅1卫,3800
rent3807,高楼层/6层,无,通州,果园,巴克寓所,142.01㎡,南 北,3室2厅2卫,8000
rent3808,中楼层/6层,无,朝阳,和平里,建研院,45.00㎡,南,1室1厅1卫,6500
rent3809,高楼层/18层,有,昌平,东关,畅椿阁,90.00㎡,南,3室1厅1卫,4500
rent3810,高楼层/4层,无,海淀,中关村,科育小区,68.00㎡,南,2室1厅1卫,10000
rent3811,中楼层/23层,有,朝阳,望京,大西洋新城E区,92.00㎡,东北,2室1厅1卫,14000
rent3812,低楼层/12层,有,昌平,回龙观,万润家园,103.00㎡,南 北,2室2厅1卫,7600
rent3813,中楼层/7层,无,石景山,鲁谷,六合园,50.00㎡,东 西,1室1厅1卫,4500
rent3814,低楼层/16层,有,海淀,清河,美欣家园,89.82㎡,西,2室1厅1卫,7800
rent3815,中楼层/11层,无,门头沟,门头沟其它,中门寺街37号院,69.00㎡,南,2室1厅1卫,2700
rent3816,低楼层/27层,有,通州,玉桥,合生滨江帝景一期,112.00㎡,南,3室1厅2卫,6000
rent3817,中楼层/32层,有,丰台,科技园区,天龙华鹤,85.72㎡,西南,3房间1卫,11000
rent3818,中楼层/5层,无,昌平,北七家,八仙别墅仙霞东里,140.81㎡,南 北,3室2厅2卫,7200
rent3819,低楼层/22层,有,通州,潞苑,中建雅颂居,89.00㎡,南 北,3室1厅1卫,3700
rent3820,高楼层/24层,有,朝阳,北苑,润泽公馆,145.00㎡,南 北,3室2厅2卫,15300
rent3821,低楼层/6层,无,海淀,定慧寺,中塔园,41.51㎡,西,1室1厅1卫,5300
rent3822,低楼层/26层,有,丰台,青塔,秀蝶双座,90.00㎡,西南,2室1厅1卫,6500
rent3823,低楼层/29层,有,丰台,玉泉营,三环新城7号院,94.17㎡,南 西,2室1厅1卫,6500
rent3824,高楼层/16层,有,海淀,万柳,蜂鸟家园,62.00㎡,南,1室0厅1卫,8800
rent3825,低楼层/20层,有,朝阳,华威桥,香榭舍,75.00㎡,北,2房间1卫,6500
rent3826,低楼层/18层,有,朝阳,望京,东湖湾一期,119.11㎡,南,2室1厅2卫,18000
rent3827,中楼层/11层,有,门头沟,门头沟其它,石泉砖厂B9区,65.00㎡,南 北,2室1厅1卫,2900
rent3828,低楼层/6层,无,朝阳,马甸,裕民路3号院,53.05㎡,南 北,2室1厅1卫,7600
rent3829,中楼层/5层,无,丰台,北大地,北大地二里,49.00㎡,东 西,2室1厅1卫,4600
rent3830,高楼层/6层,无,门头沟,大峪,黑山北小街4号院,56.00㎡,南 北,2室1厅1卫,2650
rent3831,低楼层/6层,无,朝阳,安贞,安贞里,42.00㎡,南,1室1厅1卫,6100
rent3832,高楼层/22层,有,朝阳,酒仙桥,丽都壹号,122.00㎡,南 北,3室2厅2卫,15500
rent3833,中楼层/6层,无,海淀,双榆树,青云北区,64.00㎡,南 北,2室1厅1卫,10000
rent3834,高楼层/6层,无,丰台,刘家窑,贾家花园甲1号院,60.00㎡,东 西,2室1厅1卫,4900
rent3835,中楼层/19层,有,石景山,八角,京汉东方名苑,69.38㎡,南,2室1厅1卫,5000
rent3836,高楼层/20层,有,朝阳,团结湖,摩码大厦,33.40㎡,南,1室0厅1卫,4800
rent3837,低楼层/6层,无,顺义,首都机场,天竺新村,80.00㎡,南 北,2室1厅1卫,4200
rent3838,低楼层/17层,有,大兴,瀛海,中国铁建花语金郡,128.98㎡,南 北,4室1厅1卫,7500
rent3839,低楼层/15层,有,朝阳,常营,上线6号,98.60㎡,东,2房间1卫,11000
rent3840,高楼层/9层,有,朝阳,酒仙桥,阳光上东,202.68㎡,东 西南 西,3室2厅2卫,32000
rent3841,中楼层/21层,有,大兴,天宫院,云立方,78.27㎡,南 北,2室1厅1卫,4350
rent3842,中楼层/6层,无,海淀,玉泉路,玉海园五里,45.00㎡,南,1室1厅1卫,5000
rent3843,高楼层/6层,无,西城,阜成门,北露园,47.00㎡,西南,1室1厅1卫,6000
rent3844,高楼层/29层,有,朝阳,望京,悠乐汇,49.68㎡,东,1房间1卫,7000
rent3845,高楼层/15层,有,大兴,大兴新机场,御园A区,112.00㎡,南 北,3室1厅1卫,3600
rent3846,低楼层/6层,无,丰台,太平桥,太平桥东里,80.23㎡,南 北,3室1厅1卫,8500
rent3847,低楼层/15层,有,通州,通州其它,东亚尚品台湖,40.00㎡,南,2房间1卫,2400
rent3848,中楼层/24层,有,朝阳,望京,大西洋新城D区,166.00㎡,南 北,3室2厅2卫,22000
rent3849,中楼层/21层,无,昌平,北七家,龙冠冠华苑,89.00㎡,南,2室1厅1卫,5400
rent3850,高楼层/6层,无,通州,玉桥,格兰晴天,83.85㎡,南 北,2室1厅1卫,3800
rent3851,低楼层/12层,有,朝阳,十八里店,江南山水,301.00㎡,南 北,6室2厅3卫,24000
rent3852,低楼层/27层,有,朝阳,北苑,世华泊郡,85.28㎡,南,2室2厅1卫,8600
rent3853,中楼层/25层,有,亦庄开发区,通州其它,禧瑞天著东区,88.00㎡,南,2室1厅1卫,6400
rent3854,中楼层/7层,有,海淀,海淀北部新区,香麓雅庭,74.00㎡,南,2房间1卫,5500
rent3855,低楼层/6层,无,通州,临河里,久居雅园,89.62㎡,南 北,2室1厅1卫,4000
rent3856,低楼层/23层,有,朝阳,望京,保利中央公园,141.00㎡,南 北,3室2厅2卫,23000
rent3857,高楼层/5层,无,西城,右安门内,右安门西街,47.30㎡,南 北,2室1厅1卫,5800
rent3858,中楼层/24层,有,朝阳,芍药居,芍药居北里,78.72㎡,东,2室1厅1卫,9000
rent3859,地下室/3层,无,丰台,科技园区,国际花园,310.00㎡,南 北,5室2厅3卫,40000
rent3860,中楼层/27层,有,朝阳,望京,国风上观,230.00㎡,南 北,4室2厅2卫,26000
rent3861,中楼层/4层,无,顺义,后沙峪,莫奈花园,237.00㎡,南 北,5室2厅3卫,20000
rent3862,中楼层/4层,有,大兴,南中轴机场商务区,格林云墅,196.00㎡,南 北,5室3厅4卫,20000
rent3863,高楼层/11层,有,朝阳,中央别墅区,瑞悦府,90.00㎡,南 北,3室1厅1卫,8500
rent3864,中楼层/20层,无,房山,长阳,铭品嘉苑,70.00㎡,南,1室1厅1卫,2300
rent3865,低楼层/12层,有,朝阳,朝青,青年工社,53.99㎡,北,3房间1卫,9300
rent3866,地下室/2层,无,亦庄开发区,亦庄,亲爱的villa,428.21㎡,南 北,5室2厅4卫,65000
rent3867,高楼层/6层,无,大兴,旧宫,育龙家园,206.35㎡,南 北,5室2厅2卫,10000
rent3868,低楼层/18层,有,昌平,北七家,华润理想国,91.00㎡,南 北,3室1厅1卫,5200
rent3869,低楼层/6层,无,顺义,顺义城,东兴一区,110.00㎡,南 北,3室1厅1卫,5000
rent3870,低楼层/6层,无,昌平,回龙观,流星花园二区,118.00㎡,南 北,3室1厅1卫,8000
rent3871,中楼层/7层,无,大兴,枣园,枣园小区,68.00㎡,南 北,2室1厅1卫,3900
rent3872,中楼层/11层,有,朝阳,奥林匹克公园,澳景花庭,134.88㎡,南 北,3室2厅2卫,13000
rent3873,中楼层/18层,有,海淀,六里桥,盛今佳园,35.00㎡,南,3房间1卫,6800
rent3874,低楼层/21层,有,朝阳,四惠,东恒时代二期,142.00㎡,南 北,3室2厅2卫,15800
rent3875,中楼层/14层,有,大兴,天宫院,瑞公馆,62.73㎡,南,3房间2卫,3800
rent3876,高楼层/6层,无,怀柔,怀柔,湖光小区,80.31㎡,南 北,3室1厅1卫,2500
rent3877,中楼层/8层,有,大兴,亦庄开发区其它,和悦华锦,89.00㎡,南 北,3室2厅1卫,4720
rent3878,低楼层/27层,有,通州,九棵树(家乐福),K2玉蘭湾,83.00㎡,东 西,4室2厅2卫,9000
rent3879,中楼层/9层,有,亦庄开发区,亦庄,林肯公寓,57.36㎡,东北,3房间2卫,7200
rent3880,高楼层/16层,有,丰台,新宫,南庭新苑北区,58.00㎡,南,2室1厅1卫,4600
rent3881,高楼层/14层,有,通州,通州北苑,M5朗峰,70.80㎡,西南,2室2厅1卫,7500
rent3882,低楼层/15层,有,大兴,大兴新机场,御园B区,85.00㎡,南 北,2室1厅1卫,2500
rent3883,高楼层/12层,有,西城,金融街,丰汇园小区,50.30㎡,东,1室1厅1卫,8400
rent3884,低楼层/24层,有,朝阳,亚运村小营,中安盛业大厦,112.80㎡,南,2室1厅1卫,15000
rent3885,中楼层/29层,有,朝阳,望京,悠乐汇,55.89㎡,南,1房间1卫,6800
rent3886,中楼层/6层,无,昌平,北七家,名佳花园三区,191.00㎡,南 北,3室2厅2卫,10500
rent3887,高楼层/7层,无,房山,良乡,伟业嘉园西里,168.00㎡,南 北,4室2厅4卫,6800
rent3888,中楼层/10层,有,朝阳,朝青,金隅凤麟洲,120.00㎡,南 北,2室2厅2卫,12000
rent3889,中楼层/6层,无,顺义,顺义城,石园东区,76.00㎡,南 北,2室1厅1卫,3600
rent3890,中楼层/25层,有,大兴,天宫院,龙湖时代天街,136.00㎡,南 北,3室2厅2卫,6800
rent3891,中楼层/23层,有,东城,建国门外,恒基中心,96.00㎡,西,2室1厅1卫,13000
rent3892,低楼层/11层,有,大兴,大兴其它,i立方,134.00㎡,南,3房间1卫,5000
rent3893,低楼层/5层,无,通州,万达,新城东里,59.00㎡,南 北,2室1厅1卫,3600
rent3894,中楼层/27层,有,大兴,天宫院,金融街融汇,76.30㎡,南,2室1厅1卫,4300
rent3895,低楼层/18层,有,昌平,南邵,中国铁建尚城汇,42.00㎡,北,1房间1卫,10000
rent3896,低楼层/6层,无,房山,良乡,明源北里,31.00㎡,西 北,1室1厅1卫,1700
rent3897,高楼层/6层,无,通州,武夷花园,水仙园,120.12㎡,南 北,3室1厅1卫,4900
rent3898,高楼层/34层,有,朝阳,望京,东亚望京中心,60.00㎡,东南,2房间1卫,7500
